order_id,date,product_id,product_name,category,brand,customer_id,customer_segment,region,city,state,quantity_sold,price,discount,stock_available,shipping_fee,payment_method,fulfillment_type,order_status,return_requested,rating,device_type,coupon_code,warehouse_zone,seller_notes,promo_flag
ORD50355,2024-03-18,2002,Denim Jacket,Fashion,UrbanBeat,CUST3063,Repeat,East,Guwahati,West Bengal,3,1770,0,119,99,Wallet,Marketplace,Delivered,No,4.2,Mobile,NEW10,D,Stable demand,No
ORD50356,2024-03-18,3001,Yoga Mat,Health,FlexFit,CUST3071,VIP,East,Kolkata,West Bengal,4,1445,12,110,67,COD,Direct,Delivered,No,3.8,Desktop,Unknown,A,High repeat orders,No
ORD50357,2024-03-19,4001,Coffee Press,Kitchen,MealMint,CUST3003,VIP,South,Hyderabad,Karnataka,3,1625,12,128,85,UPI,Warehouse,Shipped,No,4.5,Mobile,Unknown,D,Stable demand,No
ORD50358,2024-03-19,4003,Knife Set,Kitchen,KitchenHub,CUST3039,VIP,West,Surat,Gujarat,4,1810,12,107,49,UPI,Direct,Delivered,No,3.8,Mobile,Unknown,A,Discount-driven sales,No
ORD50359,2024-03-19,2001,Running Shoes,Fashion,SprintX,CUST3048,VIP,West,Rajkot,Gujarat,5,1400,12,122,49,NetBanking,Marketplace,Delivered,No,3.4,Tablet,MEGA5,C,Discount-driven sales,No
ORD50360,2024-03-19,4002,Air Fryer Basket,Kitchen,ChefLine,CUST3063,VIP,South,Hyderabad,Karnataka,2,2645,10,113,0,UPI,Direct,Delivered,No,3.7,Tablet,Unknown,B,High repeat orders,No
ORD50361,2024-03-19,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST3067,Repeat,South,Hyderabad,Karnataka,4,1985,0,116,85,NetBanking,Warehouse,Delivered,Yes,4.7,Tablet,FLASH30,D,High repeat orders,Yes
ORD50362,2024-03-19,3003,Smart Scale,Health,HealWell,CUST3066,New,East,Bhubaneswar,West Bengal,2,2465,8,46,85,Wallet,Marketplace,Delivered,No,4.5,Desktop,FLASH30,D,High repeat orders,No
ORD50363,2024-03-20,4002,Air Fryer Basket,Kitchen,ChefLine,CUST3008,VIP,South,Kochi,Karnataka,2,2645,5,108,0,Card,Marketplace,Delivered,No,3.5,Tablet,MEGA5,D,Seasonal demand,Yes
ORD50364,2024-03-20,2002,Denim Jacket,Fashion,UrbanBeat,CUST3055,Repeat,South,Kochi,Karnataka,3,1770,5,153,103,UPI,Warehouse,Delivered,No,3.7,Desktop,FEST20,A,Discount-driven sales,No
ORD50365,2024-03-20,3002,Protein Powder,Health,NutriCore,CUST3011,Repeat,South,Bangalore,Karnataka,4,1260,0,114,49,Card,Warehouse,Delivered,No,4.9,Tablet,FLASH30,D,Stable demand,Yes
ORD50366,2024-03-21,5005,Exam Guide,Books,ReadSphere,CUST3027,Repeat,North,Jaipur,Delhi,14,480,5,319,67,NetBanking,Marketplace,Delivered,No,4.1,Desktop,SAVE15,C,High repeat orders,No
ORD50367,2024-03-21,3001,Yoga Mat,Health,FlexFit,CUST3047,Repeat,North,Lucknow,Delhi,4,1445,8,158,103,UPI,Direct,Processing,No,4.7,Tablet,NEW10,B,Premium segment,No
ORD50368,2024-03-21,4004,Mixer Grinder,Kitchen,CookCraft,CUST3001,Repeat,West,Surat,Gujarat,2,1345,10,107,103,COD,Marketplace,Delivered,No,3.6,Mobile,FEST20,D,Premium segment,No
ORD50369,2024-03-22,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST3033,VIP,East,Kolkata,West Bengal,6,1985,10,122,99,UPI,Marketplace,Delivered,No,4.2,Desktop,Unknown,A,Stable demand,No
ORD50370,2024-03-22,2004,Travel Hoodie,Fashion,ModaCrew,CUST3039,Repeat,North,Delhi,Delhi,2,2790,15,114,103,Wallet,Warehouse,Delivered,No,4.5,Tablet,FEST20,D,Premium segment,No
ORD50371,2024-03-22,1003,Gaming Headset,Electronics,VisionOne,CUST3010,Repeat,North,Lucknow,Delhi,4,2170,5,122,49,COD,Warehouse,Delivered,No,4.7,Tablet,MEGA5,A,Stable demand,No
ORD50372,2024-03-22,4001,Coffee Press,Kitchen,MealMint,CUST3021,New,East,Bhubaneswar,West Bengal,3,1625,5,114,0,NetBanking,Direct,Delivered,No,3.4,Desktop,FEST20,A,Stable demand,No
ORD50373,2024-03-22,5002,Startup Playbook,Books,BookNest,CUST3026,New,East,Kolkata,West Bengal,5,1870,15,163,103,COD,Marketplace,Delivered,No,4.0,Mobile,MEGA5,C,Seasonal demand,No
ORD50374,2024-03-22,3004,Resistance Band,Health,ActiveLife,CUST3057,New,South,Hyderabad,Karnataka,6,1540,5,182,0,COD,Direct,Delivered,No,3.2,Mobile,Unknown,D,Seasonal demand,No
ORD50375,2024-03-23,5004,Business Strategy,Books,BrightPages,CUST3032,VIP,East,Patna,West Bengal,5,850,10,190,0,Wallet,Marketplace,Delivered,No,3.9,Tablet,NEW10,B,Premium segment,Yes
ORD50376,2024-03-23,4005,Electric Kettle,Kitchen,HeatWave,CUST3067,Repeat,North,Delhi,Delhi,4,2180,10,128,67,Card,Marketplace,Delivered,Yes,3.4,Desktop,Unknown,D,Premium segment,No
ORD50377,2024-03-23,2004,Travel Hoodie,Fashion,ModaCrew,CUST3062,New,South,Kochi,Karnataka,2,2790,8,82,85,Wallet,Direct,Delivered,No,3.5,Mobile,MEGA5,B,Stable demand,No
ORD50378,2024-03-23,1003,Gaming Headset,Electronics,VisionOne,CUST3045,VIP,West,Rajkot,Gujarat,2,2170,15,91,67,Wallet,Marketplace,Delivered,Yes,4.5,Mobile,SAVE15,C,Stable demand,Yes
ORD50379,2024-03-23,1004,Smart Watch,Electronics,TechAura,CUST3073,New,South,Chennai,Karnataka,2,2820,5,54,99,NetBanking,Warehouse,Delivered,No,3.4,Desktop,NEW10,C,Stable demand,No
ORD50380,2024-03-23,4003,Knife Set,Kitchen,KitchenHub,CUST3058,VIP,South,Chennai,Karnataka,3,1810,0,80,103,NetBanking,Marketplace,Delivered,No,4.4,Desktop,NEW10,D,Premium segment,No
ORD50381,2024-03-24,2002,Denim Jacket,Fashion,UrbanBeat,CUST3032,New,West,Rajkot,Gujarat,3,1770,0,105,99,Card,Marketplace,Delivered,No,3.5,Desktop,FLASH30,B,Stable demand,Yes
ORD50382,2024-03-24,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST3065,New,North,Lucknow,Delhi,6,1985,8,120,99,NetBanking,Marketplace,Shipped,No,4.2,Desktop,SAVE15,D,Premium segment,No
ORD50383,2024-03-24,5001,Data Science Notes,Books,EduTrack,CUST3028,VIP,West,Vadodara,Gujarat,8,1315,12,255,0,Card,Marketplace,Delivered,No,3.4,Desktop,Unknown,A,Discount-driven sales,Yes
ORD50384,2024-03-24,2005,Casual Sneakers,Fashion,StreetRoot,CUST3006,VIP,North,Chandigarh,Delhi,8,1585,8,158,103,UPI,Warehouse,Delivered,No,3.9,Desktop,FLASH30,C,Premium segment,No
ORD50385,2024-03-25,1004,Smart Watch,Electronics,TechAura,CUST3038,Repeat,East,Kolkata,West Bengal,2,2820,5,66,103,Wallet,Direct,Delivered,No,4.3,Desktop,Unknown,B,Seasonal demand,Yes
ORD50386,2024-03-25,5004,Business Strategy,Books,BrightPages,CUST3000,Repeat,West,Rajkot,Gujarat,8,850,8,250,103,UPI,Warehouse,Delivered,No,4.4,Tablet,Unknown,C,High repeat orders,No
ORD50387,2024-03-25,5002,Startup Playbook,Books,BookNest,CUST3001,New,South,Bangalore,Karnataka,5,1870,12,161,103,UPI,Warehouse,Delivered,No,3.2,Desktop,FEST20,B,Discount-driven sales,No
ORD50388,2024-03-26,1003,Gaming Headset,Electronics,VisionOne,CUST3056,Repeat,West,Surat,Gujarat,2,2170,12,103,0,NetBanking,Warehouse,Shipped,No,3.6,Tablet,Unknown,A,Premium segment,Yes
ORD50389,2024-03-26,2005,Casual Sneakers,Fashion,StreetRoot,CUST3051,Repeat,East,Patna,West Bengal,6,1585,12,137,67,Wallet,Direct,Delivered,No,4.8,Desktop,MEGA5,A,High repeat orders,Yes
ORD50390,2024-03-26,5005,Exam Guide,Books,ReadSphere,CUST3079,VIP,East,Guwahati,West Bengal,12,480,0,310,49,COD,Marketplace,Delivered,Yes,3.7,Mobile,Unknown,C,Discount-driven sales,Yes
ORD50391,2024-03-26,3005,Massager Gun,Health,ZenPulse,CUST3049,Repeat,East,Bhubaneswar,West Bengal,3,1725,10,68,85,COD,Marketplace,Delivered,No,4.3,Desktop,SAVE15,D,Seasonal demand,Yes
ORD50392,2024-03-27,4005,Electric Kettle,Kitchen,HeatWave,CUST3045,Repeat,North,Jaipur,Delhi,5,2180,15,101,49,COD,Direct,Delivered,No,4.8,Mobile,SAVE15,C,Discount-driven sales,Yes
ORD50393,2024-03-27,4001,Coffee Press,Kitchen,MealMint,CUST3071,Repeat,South,Hyderabad,Karnataka,3,1625,5,132,67,Card,Direct,Shipped,No,3.4,Mobile,Unknown,D,Stable demand,No
ORD50394,2024-03-27,1004,Smart Watch,Electronics,TechAura,CUST3015,New,West,Ahmedabad,Gujarat,2,2820,0,75,103,COD,Warehouse,Delivered,No,4.6,Desktop,SAVE15,B,Premium segment,Yes
ORD50395,2024-03-27,3004,Resistance Band,Health,ActiveLife,CUST3043,Repeat,East,Kolkata,West Bengal,5,1540,5,191,67,Wallet,Warehouse,Delivered,No,4.6,Desktop,MEGA5,B,High repeat orders,No
ORD50396,2024-03-28,1005,Power Bank,Electronics,ByteCraft,CUST3066,New,East,Bhubaneswar,West Bengal,7,2725,10,150,0,UPI,Marketplace,Delivered,No,3.5,Mobile,Unknown,A,Seasonal demand,No
ORD50397,2024-03-28,3004,Resistance Band,Health,ActiveLife,CUST3001,Repeat,East,Patna,West Bengal,4,1540,8,202,67,Wallet,Direct,Processing,No,4.0,Mobile,Unknown,C,Discount-driven sales,No
ORD50398,2024-03-28,3005,Massager Gun,Health,ZenPulse,CUST3069,Repeat,South,Kochi,Karnataka,4,1725,0,44,0,Card,Warehouse,Delivered,No,3.8,Tablet,FEST20,A,Stable demand,No
ORD50399,2024-03-28,4002,Air Fryer Basket,Kitchen,ChefLine,CUST3007,Repeat,South,Kochi,Karnataka,2,2645,8,122,0,COD,Direct,Delivered,No,4.6,Mobile,Unknown,C,High repeat orders,No
ORD50400,2024-03-29,3001,Yoga Mat,Health,FlexFit,CUST3048,VIP,South,Hyderabad,Karnataka,5,1445,5,112,49,Card,Warehouse,Delivered,No,4.7,Desktop,Unknown,A,Seasonal demand,No
ORD50401,2024-03-29,2003,Sports T-Shirt,Fashion,FitWear,CUST3027,Repeat,West,Rajkot,Gujarat,10,1955,0,186,0,UPI,Marketplace,Delivered,No,4.2,Desktop,FLASH30,D,Discount-driven sales,No
ORD50402,2024-03-29,4004,Mixer Grinder,Kitchen,CookCraft,CUST3016,Repeat,East,Bhubaneswar,West Bengal,2,1345,15,67,99,NetBanking,Warehouse,Processing,No,4.2,Tablet,MEGA5,D,Discount-driven sales,Yes
ORD50403,2024-03-29,5003,Programming Basics,Books,MindPress,CUST3073,Repeat,East,Kolkata,West Bengal,8,665,10,269,0,UPI,Direct,Delivered,No,5.0,Desktop,FLASH30,D,Stable demand,No
ORD50404,2024-03-29,5001,Data Science Notes,Books,EduTrack,CUST3062,New,South,Hyderabad,Karnataka,6,1315,12,241,0,UPI,Direct,Delivered,No,4.0,Tablet,FLASH30,D,Premium segment,No
ORD50405,2024-03-29,4003,Knife Set,Kitchen,KitchenHub,CUST3057,New,North,Chandigarh,Delhi,3,1810,5,128,103,COD,Warehouse,Delivered,No,3.9,Mobile,Unknown,C,High repeat orders,Yes
ORD50406,2024-03-30,5004,Business Strategy,Books,BrightPages,CUST3069,VIP,West,Ahmedabad,Gujarat,7,850,8,193,85,UPI,Direct,Delivered,No,4.1,Mobile,SAVE15,B,Stable demand,Yes
ORD50407,2024-03-30,2004,Travel Hoodie,Fashion,ModaCrew,CUST3002,Repeat,South,Kochi,Karnataka,2,2790,15,66,0,NetBanking,Warehouse,Delivered,No,3.8,Desktop,SAVE15,A,Stable demand,No
ORD50408,2024-03-30,5001,Data Science Notes,Books,EduTrack,CUST3021,New,West,Surat,Gujarat,7,1315,5,245,49,Wallet,Marketplace,Delivered,No,3.7,Mobile,Unknown,B,Discount-driven sales,No
ORD50409,2024-03-30,1003,Gaming Headset,Electronics,VisionOne,CUST3065,VIP,North,Jaipur,Delhi,3,2170,0,114,0,NetBanking,Warehouse,Delivered,No,4.2,Mobile,Unknown,A,Discount-driven sales,No
ORD50410,2024-03-30,2001,Running Shoes,Fashion,SprintX,CUST3072,Repeat,West,Surat,Gujarat,6,1400,0,134,49,NetBanking,Warehouse,Shipped,No,4.6,Mobile,Unknown,B,Seasonal demand,No
ORD50411,2024-03-30,1001,Wireless Mouse,Electronics,Voltix,CUST3021,New,West,Rajkot,Gujarat,4,1800,15,175,0,UPI,Marketplace,Delivered,No,4.4,Desktop,MEGA5,C,Stable demand,Yes
ORD50412,2024-03-31,2005,Casual Sneakers,Fashion,StreetRoot,CUST3064,Repeat,South,Kochi,Karnataka,7,1585,5,150,99,COD,Direct,Delivered,No,4.0,Mobile,Unknown,C,Seasonal demand,No
ORD50413,2024-03-31,1003,Gaming Headset,Electronics,VisionOne,CUST3001,VIP,North,Delhi,Delhi,3,2170,0,147,99,Card,Marketplace,Delivered,No,4.1,Desktop,SAVE15,A,High repeat orders,Yes
ORD50414,2024-03-31,3003,Smart Scale,Health,HealWell,CUST3045,Repeat,West,Vadodara,Gujarat,2,2465,15,92,99,Card,Direct,Processing,No,3.9,Mobile,Unknown,A,Seasonal demand,No
ORD50415,2024-04-01,5002,Startup Playbook,Books,BookNest,CUST3004,Repeat,North,Jaipur,Delhi,8,1870,8,197,103,NetBanking,Direct,Delivered,No,3.6,Tablet,Unknown,A,Premium segment,No
ORD50416,2024-04-01,5003,Programming Basics,Books,MindPress,CUST3008,New,North,Delhi,Delhi,14,665,5,244,99,COD,Direct,Shipped,No,4.5,Desktop,MEGA5,A,High repeat orders,No
ORD50417,2024-04-01,3002,Protein Powder,Health,NutriCore,CUST3052,Repeat,East,Kolkata,West Bengal,6,1260,15,99,0,UPI,Direct,Delivered,No,4.1,Mobile,MEGA5,A,Premium segment,No
ORD50418,2024-04-01,2002,Denim Jacket,Fashion,UrbanBeat,CUST3073,New,East,Bhubaneswar,West Bengal,3,1770,10,139,0,Card,Direct,Delivered,Yes,3.6,Mobile,Unknown,C,Stable demand,No
ORD50419,2024-04-01,1003,Gaming Headset,Electronics,VisionOne,CUST3013,Repeat,West,Vadodara,Gujarat,2,2170,15,120,67,Card,Marketplace,Shipped,No,4.1,Mobile,SAVE15,D,Stable demand,No
ORD50420,2024-04-02,1003,Gaming Headset,Electronics,VisionOne,CUST3038,VIP,North,Delhi,Delhi,3,2170,0,143,103,NetBanking,Warehouse,Delivered,Yes,3.3,Desktop,Unknown,A,High repeat orders,No
ORD50421,2024-04-02,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST3079,New,East,Guwahati,West Bengal,4,1985,0,162,67,COD,Direct,Processing,No,4.0,Desktop,MEGA5,A,Stable demand,Yes
ORD50422,2024-04-02,3003,Smart Scale,Health,HealWell,CUST3061,VIP,North,Lucknow,Delhi,2,2465,5,91,85,Wallet,Marketplace,Delivered,No,3.3,Mobile,FLASH30,D,High repeat orders,No
ORD50423,2024-04-03,2005,Casual Sneakers,Fashion,StreetRoot,CUST3066,VIP,South,Hyderabad,Karnataka,4,1585,8,188,85,Card,Warehouse,Delivered,No,4.2,Mobile,Unknown,C,Seasonal demand,No
ORD50424,2024-04-03,4004,Mixer Grinder,Kitchen,CookCraft,CUST3060,VIP,West,Vadodara,Gujarat,2,1345,5,73,103,NetBanking,Direct,Delivered,No,4.2,Desktop,FLASH30,D,Premium segment,Yes
ORD50425,2024-04-03,4003,Knife Set,Kitchen,KitchenHub,CUST3029,Repeat,North,Delhi,Delhi,3,1810,0,99,67,Wallet,Warehouse,Delivered,No,4.9,Desktop,Unknown,B,Discount-driven sales,Yes
ORD50426,2024-04-03,5005,Exam Guide,Books,ReadSphere,CUST3014,New,West,Vadodara,Gujarat,21,480,10,260,0,COD,Marketplace,Delivered,No,4.6,Mobile,NEW10,B,Seasonal demand,Yes
ORD50427,2024-04-03,1005,Power Bank,Electronics,ByteCraft,CUST3022,New,North,Lucknow,Delhi,5,2725,8,235,99,UPI,Warehouse,Shipped,No,3.2,Tablet,FEST20,D,Stable demand,Yes
ORD50428,2024-04-04,2005,Casual Sneakers,Fashion,StreetRoot,CUST3016,New,East,Kolkata,West Bengal,6,1585,5,154,85,Card,Direct,Delivered,No,4.3,Tablet,MEGA5,A,High repeat orders,No
ORD50429,2024-04-04,3005,Massager Gun,Health,ZenPulse,CUST3035,New,North,Lucknow,Delhi,4,1725,8,67,103,Wallet,Direct,Shipped,No,3.3,Desktop,SAVE15,B,High repeat orders,No
ORD50430,2024-04-04,2003,Sports T-Shirt,Fashion,FitWear,CUST3047,VIP,East,Bhubaneswar,West Bengal,9,1955,10,204,67,NetBanking,Direct,Processing,No,4.2,Tablet,NEW10,B,Seasonal demand,No
ORD50431,2024-04-04,3002,Protein Powder,Health,NutriCore,CUST3073,New,North,Lucknow,Delhi,5,1260,5,114,67,COD,Marketplace,Delivered,No,3.4,Desktop,Unknown,B,High repeat orders,Yes
ORD50432,2024-04-05,3004,Resistance Band,Health,ActiveLife,CUST3009,Repeat,East,Bhubaneswar,West Bengal,5,1540,0,188,0,UPI,Marketplace,Shipped,No,4.4,Desktop,MEGA5,A,Stable demand,Yes
ORD50433,2024-04-05,3005,Massager Gun,Health,ZenPulse,CUST3035,New,North,Lucknow,Delhi,2,1725,5,68,49,Wallet,Warehouse,Processing,No,4.5,Desktop,NEW10,C,Premium segment,No
ORD50434,2024-04-05,3002,Protein Powder,Health,NutriCore,CUST3050,New,West,Rajkot,Gujarat,6,1260,12,129,67,Card,Direct,Delivered,No,4.1,Tablet,Unknown,D,Premium segment,No
ORD50435,2024-04-05,4001,Coffee Press,Kitchen,MealMint,CUST3071,New,East,Bhubaneswar,West Bengal,3,1625,5,140,67,COD,Warehouse,Delivered,No,4.9,Mobile,Unknown,C,Premium segment,Yes
ORD50436,2024-04-05,3001,Yoga Mat,Health,FlexFit,CUST3004,New,South,Hyderabad,Karnataka,4,1445,12,100,103,Card,Marketplace,Delivered,No,4.8,Tablet,Unknown,D,Seasonal demand,No
ORD50437,2024-04-06,4003,Knife Set,Kitchen,KitchenHub,CUST3013,VIP,East,Patna,West Bengal,3,1810,10,88,85,Wallet,Warehouse,Delivered,No,4.1,Mobile,MEGA5,A,Discount-driven sales,Yes
ORD50438,2024-04-06,3003,Smart Scale,Health,HealWell,CUST3021,Repeat,West,Vadodara,Gujarat,2,2465,0,114,67,NetBanking,Marketplace,Delivered,Yes,4.2,Desktop,SAVE15,D,Seasonal demand,Yes
ORD50439,2024-04-06,2002,Denim Jacket,Fashion,UrbanBeat,CUST3025,VIP,East,Bhubaneswar,West Bengal,3,1770,12,130,103,NetBanking,Marketplace,Delivered,No,4.0,Desktop,MEGA5,C,High repeat orders,No
ORD50440,2024-04-07,3005,Massager Gun,Health,ZenPulse,CUST3079,VIP,North,Chandigarh,Delhi,3,1725,8,68,67,NetBanking,Marketplace,Delivered,No,4.5,Mobile,Unknown,A,Seasonal demand,No
ORD50441,2024-04-07,4004,Mixer Grinder,Kitchen,CookCraft,CUST3070,New,West,Surat,Gujarat,2,1345,8,114,99,COD,Warehouse,Delivered,No,4.6,Desktop,Unknown,B,Premium segment,Yes
ORD50442,2024-04-07,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST3051,New,East,Guwahati,West Bengal,4,1985,0,151,0,NetBanking,Warehouse,Delivered,Yes,4.9,Desktop,Unknown,D,Discount-driven sales,Yes
ORD50443,2024-04-07,1003,Gaming Headset,Electronics,VisionOne,CUST3020,New,East,Bhubaneswar,West Bengal,3,2170,5,144,99,UPI,Direct,Delivered,No,4.2,Desktop,FEST20,A,Stable demand,No
ORD50444,2024-04-07,2005,Casual Sneakers,Fashion,StreetRoot,CUST3056,VIP,North,Delhi,Delhi,4,1585,10,209,0,UPI,Direct,Shipped,No,4.5,Mobile,Unknown,C,Discount-driven sales,Yes
ORD50445,2024-04-07,5005,Exam Guide,Books,ReadSphere,CUST3025,New,North,Jaipur,Delhi,12,480,12,355,103,UPI,Marketplace,Delivered,Yes,4.7,Tablet,SAVE15,B,Stable demand,No
ORD50446,2024-04-08,5004,Business Strategy,Books,BrightPages,CUST3054,New,North,Jaipur,Delhi,10,850,10,239,49,Card,Warehouse,Delivered,No,3.2,Tablet,Unknown,A,Discount-driven sales,Yes
ORD50447,2024-04-08,2001,Running Shoes,Fashion,SprintX,CUST3052,Repeat,South,Bangalore,Karnataka,4,1400,8,134,99,Wallet,Marketplace,Processing,Yes,4.2,Tablet,FEST20,C,Stable demand,No
ORD50448,2024-04-08,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST3040,VIP,North,Lucknow,Delhi,7,1985,12,121,99,NetBanking,Warehouse,Delivered,No,4.3,Desktop,MEGA5,A,Seasonal demand,Yes
ORD50449,2024-04-08,3004,Resistance Band,Health,ActiveLife,CUST3010,New,North,Chandigarh,Delhi,7,1540,0,180,49,Card,Marketplace,Delivered,No,3.9,Tablet,NEW10,B,High repeat orders,No
ORD50450,2024-04-09,5004,Business Strategy,Books,BrightPages,CUST3042,Repeat,South,Bangalore,Karnataka,10,850,12,189,99,Card,Warehouse,Delivered,No,4.4,Mobile,MEGA5,D,High repeat orders,Yes
ORD50451,2024-04-09,3001,Yoga Mat,Health,FlexFit,CUST3018,New,East,Kolkata,West Bengal,4,1445,0,130,0,Card,Warehouse,Delivered,No,4.6,Mobile,MEGA5,A,Discount-driven sales,No
ORD50452,2024-04-09,1005,Power Bank,Electronics,ByteCraft,CUST3036,VIP,East,Bhubaneswar,West Bengal,6,2725,5,189,0,NetBanking,Direct,Delivered,No,4.1,Desktop,Unknown,D,Seasonal demand,No
ORD50453,2024-04-09,2004,Travel Hoodie,Fashion,ModaCrew,CUST3054,New,North,Chandigarh,Delhi,2,2790,12,63,103,COD,Direct,Delivered,No,3.5,Desktop,Unknown,C,Discount-driven sales,Yes
ORD50454,2024-04-09,5005,Exam Guide,Books,ReadSphere,CUST3019,New,South,Chennai,Karnataka,17,480,15,363,0,UPI,Warehouse,Shipped,No,3.9,Desktop,Unknown,D,Premium segment,No
ORD50455,2024-04-09,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST3020,New,West,Ahmedabad,Gujarat,5,1985,0,154,67,NetBanking,Marketplace,Delivered,No,3.8,Tablet,Unknown,C,Stable demand,No
ORD50456,2024-04-10,5004,Business Strategy,Books,BrightPages,CUST3018,Repeat,North,Lucknow,Delhi,10,850,0,218,99,Card,Direct,Delivered,No,3.5,Mobile,SAVE15,D,Discount-driven sales,No
ORD50457,2024-04-10,2003,Sports T-Shirt,Fashion,FitWear,CUST3032,VIP,North,Chandigarh,Delhi,9,1955,0,193,85,COD,Direct,Processing,No,3.9,Desktop,Unknown,A,Stable demand,No
ORD50458,2024-04-10,5005,Exam Guide,Books,ReadSphere,CUST3050,VIP,North,Lucknow,Delhi,19,480,10,289,103,COD,Warehouse,Processing,No,3.2,Mobile,Unknown,D,Premium segment,No
ORD50459,2024-04-10,4001,Coffee Press,Kitchen,MealMint,CUST3064,New,North,Jaipur,Delhi,3,1625,10,149,0,NetBanking,Direct,Shipped,No,3.3,Mobile,MEGA5,C,Discount-driven sales,No
ORD50460,2024-04-10,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST3048,New,North,Delhi,Delhi,6,1985,0,151,103,COD,Warehouse,Delivered,No,4.1,Tablet,SAVE15,A,Stable demand,Yes
ORD50461,2024-04-10,3002,Protein Powder,Health,NutriCore,CUST3066,Repeat,North,Delhi,Delhi,7,1260,0,97,0,NetBanking,Marketplace,Delivered,No,3.8,Tablet,Unknown,C,Seasonal demand,No
ORD50462,2024-04-11,3003,Smart Scale,Health,HealWell,CUST3035,VIP,North,Delhi,Delhi,2,2465,12,59,99,Card,Marketplace,Delivered,No,4.8,Tablet,Unknown,B,Stable demand,No
ORD50463,2024-04-11,4005,Electric Kettle,Kitchen,HeatWave,CUST3056,New,South,Bangalore,Karnataka,5,2180,10,126,0,Wallet,Marketplace,Delivered,No,3.3,Desktop,Unknown,A,Discount-driven sales,Yes
ORD50464,2024-04-11,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST3038,VIP,West,Surat,Gujarat,4,1985,5,179,103,Wallet,Marketplace,Delivered,No,3.4,Tablet,MEGA5,B,Seasonal demand,Yes
ORD50465,2024-04-11,3002,Protein Powder,Health,NutriCore,CUST3049,Repeat,East,Kolkata,West Bengal,7,1260,0,76,0,Card,Direct,Delivered,No,4.8,Mobile,FEST20,D,Stable demand,No
ORD50466,2024-04-11,3001,Yoga Mat,Health,FlexFit,CUST3048,VIP,West,Vadodara,Gujarat,4,1445,5,146,85,Wallet,Marketplace,Shipped,No,3.4,Mobile,SAVE15,A,Premium segment,No
ORD50467,2024-04-11,1004,Smart Watch,Electronics,TechAura,CUST3073,VIP,South,Chennai,Karnataka,3,2820,0,94,85,UPI,Marketplace,Delivered,No,4.7,Desktop,Unknown,C,Seasonal demand,No
ORD50468,2024-04-12,1004,Smart Watch,Electronics,TechAura,CUST3058,New,South,Chennai,Karnataka,3,2820,10,114,0,Wallet,Marketplace,Delivered,No,4.6,Tablet,NEW10,C,Premium segment,No
ORD50469,2024-04-12,3003,Smart Scale,Health,HealWell,CUST3048,New,East,Bhubaneswar,West Bengal,2,2465,8,109,103,COD,Warehouse,Shipped,No,4.5,Mobile,NEW10,B,Discount-driven sales,No
ORD50470,2024-04-12,1001,Wireless Mouse,Electronics,Voltix,CUST3060,Repeat,East,Patna,West Bengal,4,1800,5,192,0,NetBanking,Marketplace,Delivered,No,3.7,Mobile,Unknown,A,Seasonal demand,Yes
ORD50471,2024-04-12,4003,Knife Set,Kitchen,KitchenHub,CUST3017,Repeat,South,Kochi,Karnataka,4,1810,0,88,103,NetBanking,Marketplace,Shipped,No,4.6,Mobile,NEW10,C,High repeat orders,Yes
ORD50472,2024-04-13,3003,Smart Scale,Health,HealWell,CUST3065,VIP,East,Bhubaneswar,West Bengal,3,2465,0,53,49,COD,Direct,Delivered,No,4.5,Mobile,NEW10,A,Seasonal demand,No
ORD50473,2024-04-13,3004,Resistance Band,Health,ActiveLife,CUST3048,Repeat,East,Kolkata,West Bengal,6,1540,5,211,99,NetBanking,Marketplace,Delivered,Yes,3.4,Tablet,MEGA5,A,High repeat orders,No
ORD50474,2024-04-13,5002,Startup Playbook,Books,BookNest,CUST3055,Repeat,West,Surat,Gujarat,7,1870,8,185,99,Wallet,Warehouse,Delivered,Yes,4.8,Tablet,FEST20,D,Stable demand,No
ORD50475,2024-04-13,2001,Running Shoes,Fashion,SprintX,CUST3076,VIP,West,Surat,Gujarat,5,1400,15,140,0,Card,Warehouse,Delivered,No,3.4,Mobile,MEGA5,B,Stable demand,No
ORD50476,2024-04-14,1003,Gaming Headset,Electronics,VisionOne,CUST3066,Repeat,West,Surat,Gujarat,3,2170,5,125,67,Wallet,Marketplace,Delivered,No,3.8,Desktop,MEGA5,A,Stable demand,Yes
ORD50477,2024-04-14,1004,Smart Watch,Electronics,TechAura,CUST3075,Repeat,North,Jaipur,Delhi,2,2820,8,128,103,COD,Warehouse,Delivered,No,4.2,Desktop,Unknown,B,Discount-driven sales,No
ORD50478,2024-04-14,4002,Air Fryer Basket,Kitchen,ChefLine,CUST3034,VIP,North,Jaipur,Delhi,3,2645,12,60,99,Card,Direct,Delivered,No,4.7,Tablet,FEST20,D,Seasonal demand,Yes
