order_id,order_date,product_id,product_name,category,brand,customer_id,customer_segment,region,city,state,quantity_sold,price,discount,stock_available,shipping_fee,payment_method,fulfillment_type,order_status,return_requested,rating,device_type,coupon_code,warehouse_zone,seller_notes,promo_flag
ORD83618,2025-02-21,1048,Smart Scale,Health,HealWell,CUST4484,VIP,West,Ahmedabad,Gujarat,7,2435,5,95,59,COD,Warehouse,Shipped,No,4.2,Tablet,MEGA5,C,Seasonal demand,No
ORD83619,2025-02-21,1049,Herbal Tea Pack,Health,ZenPulse,CUST4493,New,West,Surat,Gujarat,5,2620,8,89,74,NetBanking,Marketplace,Processing,No,4.4,Mobile,,D,Premium segment,No
ORD83620,2025-02-21,1050,Posture Corrector,Health,ActiveLife,CUST4002,Repeat,West,Vadodara,Gujarat,2,2730,10,115,89,UPI,Warehouse,Delivered,No,4.2,Desktop,NEW10,A,Fast moving item,No
ORD83621,2025-02-21,1051,Office Chair,Office,DeskMate,CUST4011,VIP,West,Rajkot,Gujarat,2,915,5,39,29,Card,Marketplace,Delivered,No,3.9,Tablet,SAVE15,B,Stable demand,No
ORD83622,2025-02-21,1052,Notebook Set,Office,WorkGrid,CUST4020,New,West,Mumbai,Maharashtra,4,1100,8,77,44,COD,Warehouse,Shipped,No,4.1,Mobile,FEST20,C,Seasonal demand,No
ORD83623,2025-02-21,1053,Planner,Office,NoteHive,CUST4029,Repeat,West,Pune,Maharashtra,6,1285,10,71,59,NetBanking,Marketplace,Processing,No,4.3,Desktop,MEGA5,D,Premium segment,No
ORD83624,2025-02-21,1054,Marker Pack,Office,PrimeOffice,CUST4038,VIP,West,Nagpur,Maharashtra,8,1470,12,97,74,UPI,Warehouse,Delivered,No,4.6,Tablet,,A,Fast moving item,No
ORD83625,2025-02-21,1055,Printer Ink,Office,TaskFlow,CUST4047,New,North,Delhi,Delhi,1,1580,15,123,89,Card,Marketplace,Delivered,No,4.3,Mobile,NEW10,B,Stable demand,No
ORD83626,2025-02-21,1056,Standing Desk Converter,Office,DeskMate,CUST4056,Repeat,North,Jaipur,Rajasthan,3,1765,18,59,29,COD,Warehouse,Shipped,No,4.5,Desktop,SAVE15,C,Seasonal demand,No
ORD83627,2025-02-21,1057,Whiteboard,Office,WorkGrid,CUST4065,VIP,North,Lucknow,Uttar Pradesh,5,1950,20,53,44,NetBanking,Marketplace,Processing,No,4.0,Tablet,FEST20,D,Premium segment,No
ORD83628,2025-02-21,1058,Pen Drive,Office,NoteHive,CUST4074,New,South,Bengaluru,Karnataka,7,2135,5,79,59,UPI,Warehouse,Delivered,No,4.2,Mobile,MEGA5,A,Fast moving item,No
ORD83629,2025-02-21,1059,Document Folder,Office,PrimeOffice,CUST4083,Repeat,South,Hyderabad,Telangana,5,2320,8,105,74,Card,Marketplace,Delivered,No,4.4,Desktop,,B,Stable demand,No
ORD83630,2025-02-21,1060,Conference Speaker,Office,TaskFlow,CUST4092,VIP,South,Chennai,Tamil Nadu,2,2430,10,131,89,COD,Warehouse,Shipped,No,4.2,Tablet,NEW10,C,Seasonal demand,No
ORD83631,2025-02-21,1061,Face Serum,Beauty,GlowLeaf,CUST4101,New,East,Kolkata,West Bengal,2,865,5,35,29,NetBanking,Marketplace,Processing,No,3.9,Mobile,SAVE15,D,Premium segment,No
ORD83632,2025-02-21,1062,Lip Balm,Beauty,PureBlend,CUST4110,Repeat,West,Ahmedabad,Gujarat,4,1050,8,61,44,UPI,Warehouse,Delivered,No,4.1,Desktop,FEST20,A,Fast moving item,No
ORD83633,2025-02-21,1063,Hair Dryer,Beauty,SoftShine,CUST4119,VIP,West,Surat,Gujarat,6,1235,10,87,59,Card,Marketplace,Delivered,No,4.3,Tablet,MEGA5,B,Stable demand,No
ORD83634,2025-02-21,1064,Face Wash,Beauty,SkinAura,CUST4128,New,West,Vadodara,Gujarat,8,1420,12,113,74,COD,Warehouse,Shipped,No,4.6,Mobile,,C,Seasonal demand,No
ORD83635,2025-02-21,1065,Sunscreen Lotion,Beauty,TrimNest,CUST4137,Repeat,West,Rajkot,Gujarat,1,1530,15,107,89,NetBanking,Marketplace,Processing,No,4.3,Desktop,NEW10,D,Premium segment,No
ORD83636,2025-02-21,1066,Body Mist,Beauty,GlowLeaf,CUST4146,VIP,West,Mumbai,Maharashtra,3,1715,18,43,29,UPI,Warehouse,Delivered,No,4.5,Tablet,SAVE15,A,Fast moving item,No
ORD83637,2025-02-21,1067,Beard Trimmer,Beauty,PureBlend,CUST4155,New,West,Pune,Maharashtra,5,1900,20,69,44,Card,Marketplace,Delivered,No,4.0,Mobile,FEST20,B,Stable demand,No
ORD83638,2025-02-21,1068,Hair Straightener,Beauty,SoftShine,CUST4164,Repeat,West,Nagpur,Maharashtra,7,2085,5,95,59,COD,Warehouse,Shipped,No,4.2,Desktop,MEGA5,C,Seasonal demand,No
ORD83639,2025-02-21,1069,Moisturizer,Beauty,SkinAura,CUST4173,VIP,North,Delhi,Delhi,5,2270,8,89,74,NetBanking,Marketplace,Processing,No,4.4,Tablet,,D,Premium segment,No
ORD83640,2025-02-21,1070,Makeup Brush Set,Beauty,TrimNest,CUST4182,New,North,Jaipur,Rajasthan,2,2380,10,115,89,UPI,Warehouse,Delivered,No,4.2,Mobile,NEW10,A,Fast moving item,No
ORD83641,2025-02-22,1001,Wireless Mouse,Electronics,Voltix,CUST4072,Repeat,South,Bengaluru,Karnataka,4,1830,5,35,29,UPI,Warehouse,Delivered,No,4.0,Desktop,FEST20,A,Fast moving item,No
ORD83642,2025-02-22,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST4081,VIP,South,Hyderabad,Telangana,7,2015,8,61,44,Card,Marketplace,Delivered,No,4.2,Tablet,MEGA5,B,Stable demand,No
ORD83643,2025-02-22,1003,Gaming Headset,Electronics,VisionOne,CUST4090,New,South,Chennai,Tamil Nadu,9,2200,10,87,59,COD,Warehouse,Shipped,No,4.4,Mobile,,C,Seasonal demand,No
ORD83644,2025-02-22,1004,USB-C Charger,Electronics,TechAura,CUST4099,Repeat,East,Kolkata,West Bengal,7,2310,12,113,74,NetBanking,Marketplace,Processing,No,4.2,Desktop,NEW10,D,Premium segment,No
ORD83645,2025-02-22,1005,Webcam HD,Electronics,ByteCraft,CUST4108,VIP,West,Ahmedabad,Gujarat,3,2495,15,107,89,UPI,Warehouse,Delivered,No,4.4,Tablet,SAVE15,A,Fast moving item,No
ORD83646,2025-02-22,1006,Power Bank,Electronics,Voltix,CUST4117,New,West,Surat,Gujarat,6,2680,18,43,29,Card,Marketplace,Delivered,No,4.6,Mobile,FEST20,B,Stable demand,No
ORD83647,2025-02-22,1007,Smart Watch,Electronics,SoundMax,CUST4126,Repeat,West,Vadodara,Gujarat,8,2865,20,69,44,COD,Warehouse,Shipped,No,4.1,Desktop,MEGA5,C,Seasonal demand,No
ORD83648,2025-02-22,1008,Portable SSD,Electronics,VisionOne,CUST4135,VIP,West,Rajkot,Gujarat,11,3050,5,95,59,NetBanking,Marketplace,Processing,No,4.3,Tablet,,D,Premium segment,No
ORD83649,2025-02-22,1009,Noise Cancelling Headphones,Electronics,TechAura,CUST4144,New,West,Mumbai,Maharashtra,2,3160,8,77,74,UPI,Warehouse,Delivered,No,4.0,Mobile,NEW10,A,Fast moving item,No
ORD83650,2025-02-22,1010,LED Monitor,Electronics,ByteCraft,CUST4153,Repeat,West,Pune,Maharashtra,5,3345,10,115,89,Card,Marketplace,Delivered,No,4.3,Desktop,SAVE15,B,Stable demand,No
ORD83651,2025-02-22,1011,Laptop Sleeve,Accessories,UrbanTrail,CUST4162,VIP,West,Nagpur,Maharashtra,4,730,5,63,29,COD,Warehouse,Shipped,Yes,4.0,Tablet,FEST20,C,Seasonal demand,No
ORD83652,2025-02-22,1012,Phone Case,Accessories,CarryNest,CUST4171,New,North,Delhi,Delhi,7,915,8,89,44,NetBanking,Marketplace,Processing,No,4.2,Mobile,MEGA5,D,Premium segment,No
ORD83653,2025-02-22,1013,Desk Organizer,Accessories,LoopGear,CUST4180,Repeat,North,Jaipur,Rajasthan,9,1100,10,83,59,UPI,Warehouse,Delivered,No,4.4,Desktop,,A,Fast moving item,No
ORD83654,2025-02-22,1014,Cable Protector,Accessories,FlexCase,CUST4189,VIP,North,Lucknow,Uttar Pradesh,7,1210,12,109,74,Card,Marketplace,Delivered,No,4.2,Tablet,NEW10,B,Stable demand,No
ORD83655,2025-02-22,1015,Mouse Pad,Accessories,PackPoint,CUST4198,New,South,Bengaluru,Karnataka,3,1395,15,180,89,COD,Warehouse,Shipped,No,4.4,Mobile,SAVE15,C,Seasonal demand,No
ORD83656,2025-02-22,1016,Backpack,Accessories,UrbanTrail,CUST4207,Repeat,South,Hyderabad,Telangana,6,1580,18,71,29,NetBanking,Marketplace,Processing,No,4.6,Desktop,FEST20,D,Premium segment,No
ORD83657,2025-02-22,1017,Laptop Stand,Accessories,CarryNest,CUST4216,VIP,South,Chennai,Tamil Nadu,8,1765,20,65,44,UPI,Warehouse,Delivered,No,4.1,Tablet,MEGA5,A,Fast moving item,No
ORD83658,2025-02-22,1018,Screen Cleaner Kit,Accessories,LoopGear,CUST4225,New,East,Kolkata,West Bengal,11,1950,5,91,59,Card,Marketplace,Delivered,No,4.3,Mobile,,B,Stable demand,No
ORD83659,2025-02-22,1019,Travel Adapter,Accessories,FlexCase,CUST4234,Repeat,West,Ahmedabad,Gujarat,2,2060,8,117,74,COD,Warehouse,Shipped,No,4.0,Desktop,NEW10,C,Seasonal demand,No
ORD83660,2025-02-22,1020,Stylus Pen,Accessories,PackPoint,CUST4243,VIP,West,Surat,Gujarat,5,2245,10,143,89,NetBanking,Marketplace,Processing,No,4.3,Tablet,SAVE15,D,Premium segment,No
ORD83661,2025-02-22,1021,Smart Bulb,Home,BrightNest,CUST4252,New,West,Vadodara,Gujarat,4,630,5,47,29,UPI,Warehouse,Delivered,No,4.0,Mobile,FEST20,A,Fast moving item,No
ORD83662,2025-02-22,1022,LED Desk Lamp,Home,ClayCraft,CUST4261,Repeat,West,Rajkot,Gujarat,7,815,8,73,44,Card,Marketplace,Delivered,No,4.2,Desktop,MEGA5,B,Stable demand,No
ORD83663,2025-02-22,1023,Ceramic Coffee Mug,Home,HomeGlow,CUST4270,VIP,West,Mumbai,Maharashtra,9,1000,10,144,59,COD,Warehouse,Shipped,No,4.4,Tablet,,C,Seasonal demand,No
ORD83664,2025-02-22,1024,Water Bottle,Home,NordLeaf,CUST4279,New,West,Pune,Maharashtra,7,1110,12,125,74,NetBanking,Marketplace,Processing,No,4.2,Mobile,NEW10,D,Premium segment,No
ORD83665,2025-02-22,1025,Air Purifier Filter,Home,AuraLite,CUST4288,Repeat,West,Nagpur,Maharashtra,3,1295,15,119,89,UPI,Warehouse,Delivered,No,4.4,Desktop,SAVE15,A,Fast moving item,No
ORD83666,2025-02-22,1026,Wall Clock,Home,BrightNest,CUST4297,VIP,North,Delhi,Delhi,6,1480,18,55,29,Card,Marketplace,Delivered,No,4.6,Tablet,FEST20,B,Stable demand,No
ORD83667,2025-02-22,1027,Storage Basket,Home,ClayCraft,CUST4306,New,North,Jaipur,Rajasthan,8,1665,20,126,44,COD,Warehouse,Shipped,No,4.1,Mobile,MEGA5,C,Seasonal demand,No
ORD83668,2025-02-22,1028,Table Runner,Home,HomeGlow,CUST4315,Repeat,North,Lucknow,Uttar Pradesh,11,1850,5,107,59,NetBanking,Marketplace,Processing,No,4.3,Desktop,,D,Premium segment,No
ORD83669,2025-02-22,1029,Scented Candle,Home,NordLeaf,CUST4324,VIP,South,Bengaluru,Karnataka,2,1960,8,101,74,UPI,Warehouse,Delivered,No,4.0,Tablet,NEW10,A,Fast moving item,No
ORD83670,2025-02-22,1030,Bedside Lamp,Home,AuraLite,CUST4333,New,South,Hyderabad,Telangana,5,2145,10,127,89,Card,Marketplace,Delivered,No,4.3,Mobile,SAVE15,B,Stable demand,No
ORD83671,2025-02-22,1031,Running Shoes,Fashion,SprintX,CUST4342,Repeat,South,Chennai,Tamil Nadu,4,1430,5,51,29,COD,Warehouse,Shipped,No,4.0,Desktop,FEST20,C,Seasonal demand,No
ORD83672,2025-02-22,1032,Casual Sneakers,Fashion,ModaCrew,CUST4351,VIP,East,Kolkata,West Bengal,7,1615,8,77,44,NetBanking,Marketplace,Processing,No,4.2,Tablet,MEGA5,D,Premium segment,No
ORD83673,2025-02-22,1033,Denim Jacket,Fashion,UrbanBeat,CUST4360,New,West,Ahmedabad,Gujarat,9,1800,10,71,59,UPI,Warehouse,Delivered,No,4.4,Mobile,,A,Fast moving item,No
ORD83674,2025-02-22,1034,Sports T-Shirt,Fashion,FitWear,CUST4369,Repeat,West,Surat,Gujarat,7,1910,12,97,74,Card,Marketplace,Delivered,No,4.2,Desktop,NEW10,B,Stable demand,No
ORD83675,2025-02-22,1035,Leather Wallet,Fashion,StreetRoot,CUST4378,VIP,West,Vadodara,Gujarat,3,2095,15,123,89,COD,Warehouse,Shipped,No,4.4,Tablet,SAVE15,C,Seasonal demand,No
ORD83676,2025-02-22,1036,Sunglasses,Fashion,SprintX,CUST4387,New,West,Rajkot,Gujarat,6,2280,18,59,29,NetBanking,Marketplace,Processing,No,4.6,Mobile,FEST20,D,Premium segment,No
ORD83677,2025-02-22,1037,Fitness Band Strap,Fashion,ModaCrew,CUST4396,Repeat,West,Mumbai,Maharashtra,8,2465,20,53,44,UPI,Warehouse,Delivered,No,4.1,Desktop,MEGA5,A,Fast moving item,No
ORD83678,2025-02-22,1038,Cap,Fashion,UrbanBeat,CUST4405,VIP,West,Pune,Maharashtra,11,2650,5,79,59,Card,Marketplace,Delivered,No,4.3,Tablet,,B,Stable demand,No
ORD83679,2025-02-22,1039,Travel Hoodie,Fashion,FitWear,CUST4414,New,West,Nagpur,Maharashtra,2,2760,8,105,74,COD,Warehouse,Shipped,No,4.0,Mobile,NEW10,C,Seasonal demand,No
ORD83680,2025-02-22,1040,Gym Bag,Fashion,StreetRoot,CUST4423,Repeat,North,Delhi,Delhi,5,2945,10,131,89,NetBanking,Marketplace,Processing,No,4.3,Desktop,SAVE15,D,Premium segment,No
ORD83681,2025-02-22,1041,Protein Powder,Health,NutriCore,CUST4432,VIP,North,Jaipur,Rajasthan,4,1230,5,35,29,UPI,Warehouse,Delivered,No,4.0,Tablet,FEST20,A,Fast moving item,No
ORD83682,2025-02-22,1042,Yoga Mat,Health,FlexFit,CUST4441,New,North,Lucknow,Uttar Pradesh,7,1415,8,61,44,Card,Marketplace,Delivered,Yes,4.2,Mobile,MEGA5,B,Stable demand,No
ORD83683,2025-02-22,1043,Resistance Band,Health,HealWell,CUST4450,Repeat,South,Bengaluru,Karnataka,9,1600,10,87,59,COD,Warehouse,Shipped,No,4.4,Desktop,,C,Seasonal demand,No
ORD83684,2025-02-22,1044,Massager Gun,Health,ZenPulse,CUST4459,VIP,South,Hyderabad,Telangana,7,1710,12,113,74,NetBanking,Marketplace,Processing,No,4.2,Tablet,NEW10,D,Premium segment,No
ORD83685,2025-02-22,1045,Vitamin Gummies,Health,ActiveLife,CUST4468,New,South,Chennai,Tamil Nadu,3,1895,15,107,89,UPI,Warehouse,Delivered,No,4.4,Mobile,SAVE15,A,Fast moving item,No
ORD83686,2025-02-22,1046,Foam Roller,Health,NutriCore,CUST4477,Repeat,East,Kolkata,West Bengal,6,2080,18,43,29,Card,Marketplace,Delivered,No,4.6,Desktop,FEST20,B,Stable demand,No
ORD83687,2025-02-22,1047,Jump Rope,Health,FlexFit,CUST4486,VIP,West,Ahmedabad,Gujarat,8,2265,20,69,44,COD,Warehouse,Shipped,No,4.1,Tablet,MEGA5,C,Seasonal demand,No
ORD83688,2025-02-22,1048,Smart Scale,Health,HealWell,CUST4495,New,West,Surat,Gujarat,11,2450,5,95,59,NetBanking,Marketplace,Processing,No,4.3,Mobile,,D,Premium segment,No
ORD83689,2025-02-22,1049,Herbal Tea Pack,Health,ZenPulse,CUST4004,Repeat,West,Vadodara,Gujarat,2,2560,8,89,74,UPI,Warehouse,Delivered,No,4.0,Desktop,NEW10,A,Fast moving item,No
ORD83690,2025-02-22,1050,Posture Corrector,Health,ActiveLife,CUST4013,VIP,West,Rajkot,Gujarat,5,2745,10,115,89,Card,Marketplace,Delivered,No,4.3,Tablet,SAVE15,B,Stable demand,No
ORD83691,2025-02-22,1051,Office Chair,Office,DeskMate,CUST4022,New,West,Mumbai,Maharashtra,4,930,5,39,29,COD,Warehouse,Shipped,No,4.0,Mobile,FEST20,C,Seasonal demand,No
ORD83692,2025-02-22,1052,Notebook Set,Office,WorkGrid,CUST4031,Repeat,West,Pune,Maharashtra,7,1115,8,77,44,NetBanking,Marketplace,Processing,No,4.2,Desktop,MEGA5,D,Premium segment,No
ORD83693,2025-02-22,1053,Planner,Office,NoteHive,CUST4040,VIP,West,Nagpur,Maharashtra,9,1300,10,71,59,UPI,Warehouse,Delivered,No,4.4,Tablet,,A,Fast moving item,No
ORD83694,2025-02-22,1054,Marker Pack,Office,PrimeOffice,CUST4049,New,North,Delhi,Delhi,7,1410,12,97,74,Card,Marketplace,Delivered,No,4.2,Mobile,NEW10,B,Stable demand,No
ORD83695,2025-02-22,1055,Printer Ink,Office,TaskFlow,CUST4058,Repeat,North,Jaipur,Rajasthan,3,1595,15,123,89,COD,Warehouse,Shipped,No,4.4,Desktop,SAVE15,C,Seasonal demand,No
ORD83696,2025-02-22,1056,Standing Desk Converter,Office,DeskMate,CUST4067,VIP,North,Lucknow,Uttar Pradesh,6,1780,18,59,29,NetBanking,Marketplace,Processing,No,4.6,Tablet,FEST20,D,Premium segment,No
ORD83697,2025-02-22,1057,Whiteboard,Office,WorkGrid,CUST4076,New,South,Bengaluru,Karnataka,8,1965,20,53,44,UPI,Warehouse,Delivered,No,4.1,Mobile,MEGA5,A,Fast moving item,No
ORD83698,2025-02-22,1058,Pen Drive,Office,NoteHive,CUST4085,Repeat,South,Hyderabad,Telangana,11,2150,5,79,59,Card,Marketplace,Delivered,No,4.3,Desktop,,B,Stable demand,No
ORD83699,2025-02-22,1059,Document Folder,Office,PrimeOffice,CUST4094,VIP,South,Chennai,Tamil Nadu,2,2260,8,105,74,COD,Warehouse,Shipped,No,4.0,Tablet,NEW10,C,Seasonal demand,No
ORD83700,2025-02-22,1060,Conference Speaker,Office,TaskFlow,CUST4103,New,East,Kolkata,West Bengal,5,2445,10,131,89,NetBanking,Marketplace,Processing,No,4.3,Mobile,SAVE15,D,Premium segment,No
ORD83701,2025-02-22,1061,Face Serum,Beauty,GlowLeaf,CUST4112,Repeat,West,Ahmedabad,Gujarat,4,880,5,35,29,UPI,Warehouse,Delivered,No,4.0,Desktop,FEST20,A,Fast moving item,No
ORD83702,2025-02-22,1062,Lip Balm,Beauty,PureBlend,CUST4121,VIP,West,Surat,Gujarat,7,1065,8,61,44,Card,Marketplace,Delivered,No,4.2,Tablet,MEGA5,B,Stable demand,No
ORD83703,2025-02-22,1063,Hair Dryer,Beauty,SoftShine,CUST4130,New,West,Vadodara,Gujarat,9,1250,10,87,59,COD,Warehouse,Shipped,No,4.4,Mobile,,C,Seasonal demand,No
ORD83704,2025-02-22,1064,Face Wash,Beauty,SkinAura,CUST4139,Repeat,West,Rajkot,Gujarat,7,1360,12,113,74,NetBanking,Marketplace,Processing,No,4.2,Desktop,NEW10,D,Premium segment,No
ORD83705,2025-02-22,1065,Sunscreen Lotion,Beauty,TrimNest,CUST4148,VIP,West,Mumbai,Maharashtra,3,1545,15,107,89,UPI,Warehouse,Delivered,No,4.4,Tablet,SAVE15,A,Fast moving item,No
ORD83706,2025-02-22,1066,Body Mist,Beauty,GlowLeaf,CUST4157,New,West,Pune,Maharashtra,6,1730,18,43,29,Card,Marketplace,Delivered,No,4.6,Mobile,FEST20,B,Stable demand,No
ORD83707,2025-02-22,1067,Beard Trimmer,Beauty,PureBlend,CUST4166,Repeat,West,Nagpur,Maharashtra,8,1915,20,69,44,COD,Warehouse,Shipped,No,4.1,Desktop,MEGA5,C,Seasonal demand,No
ORD83708,2025-02-22,1068,Hair Straightener,Beauty,SoftShine,CUST4175,VIP,North,Delhi,Delhi,11,2100,5,95,59,NetBanking,Marketplace,Processing,No,4.3,Tablet,,D,Premium segment,No
ORD83709,2025-02-22,1069,Moisturizer,Beauty,SkinAura,CUST4184,New,North,Jaipur,Rajasthan,2,2210,8,89,74,UPI,Warehouse,Delivered,No,4.0,Mobile,NEW10,A,Fast moving item,No
ORD83710,2025-02-22,1070,Makeup Brush Set,Beauty,TrimNest,CUST4193,Repeat,North,Lucknow,Uttar Pradesh,5,2395,10,115,89,Card,Marketplace,Delivered,No,4.3,Desktop,SAVE15,B,Stable demand,No
ORD83711,2025-02-23,1001,Wireless Mouse,Electronics,Voltix,CUST4083,VIP,South,Hyderabad,Telangana,5,1845,5,35,29,Card,Marketplace,Delivered,No,4.1,Tablet,MEGA5,B,Stable demand,No
ORD83712,2025-02-23,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST4092,New,South,Chennai,Tamil Nadu,8,2030,8,61,44,COD,Warehouse,Shipped,No,4.3,Mobile,,C,Seasonal demand,No
ORD83713,2025-02-23,1003,Gaming Headset,Electronics,VisionOne,CUST4101,Repeat,East,Kolkata,West Bengal,5,2140,10,87,59,NetBanking,Marketplace,Processing,No,4.0,Desktop,NEW10,D,Premium segment,No
ORD83714,2025-02-23,1004,USB-C Charger,Electronics,TechAura,CUST4110,VIP,West,Ahmedabad,Gujarat,8,2325,12,113,74,UPI,Warehouse,Delivered,No,4.3,Tablet,SAVE15,A,Fast moving item,No
ORD83715,2025-02-23,1005,Webcam HD,Electronics,ByteCraft,CUST4119,New,West,Surat,Gujarat,4,2510,15,107,89,Card,Marketplace,Delivered,No,4.5,Mobile,FEST20,B,Stable demand,No
ORD83716,2025-02-23,1006,Power Bank,Electronics,Voltix,CUST4128,Repeat,West,Vadodara,Gujarat,7,2695,18,43,29,COD,Warehouse,Shipped,No,4.7,Desktop,MEGA5,C,Seasonal demand,No
ORD83717,2025-02-23,1007,Smart Watch,Electronics,SoundMax,CUST4137,VIP,West,Rajkot,Gujarat,9,2880,20,69,44,NetBanking,Marketplace,Processing,No,4.2,Tablet,,D,Premium segment,No
ORD83718,2025-02-23,1008,Portable SSD,Electronics,VisionOne,CUST4146,New,West,Mumbai,Maharashtra,7,2990,5,95,59,UPI,Warehouse,Delivered,No,3.9,Mobile,NEW10,A,Fast moving item,No
ORD83719,2025-02-23,1009,Noise Cancelling Headphones,Electronics,TechAura,CUST4155,Repeat,West,Pune,Maharashtra,3,3175,8,77,74,Card,Marketplace,Delivered,No,4.1,Desktop,SAVE15,B,Stable demand,No
ORD83720,2025-02-23,1010,LED Monitor,Electronics,ByteCraft,CUST4164,VIP,West,Nagpur,Maharashtra,6,3360,10,115,89,COD,Warehouse,Shipped,Yes,4.4,Tablet,FEST20,C,Seasonal demand,No
ORD83721,2025-02-23,1011,Laptop Sleeve,Accessories,UrbanTrail,CUST4173,New,North,Delhi,Delhi,5,745,5,63,29,NetBanking,Marketplace,Processing,No,4.1,Mobile,MEGA5,D,Premium segment,No
ORD83722,2025-02-23,1012,Phone Case,Accessories,CarryNest,CUST4182,Repeat,North,Jaipur,Rajasthan,8,930,8,89,44,UPI,Warehouse,Delivered,No,4.3,Desktop,,A,Fast moving item,No
ORD83723,2025-02-23,1013,Desk Organizer,Accessories,LoopGear,CUST4191,VIP,North,Lucknow,Uttar Pradesh,5,1040,10,83,59,Card,Marketplace,Delivered,No,4.0,Tablet,NEW10,B,Stable demand,No
ORD83724,2025-02-23,1014,Cable Protector,Accessories,FlexCase,CUST4200,New,South,Bengaluru,Karnataka,8,1225,12,109,74,COD,Warehouse,Shipped,No,4.3,Mobile,SAVE15,C,Seasonal demand,No
ORD83725,2025-02-23,1015,Mouse Pad,Accessories,PackPoint,CUST4209,Repeat,South,Hyderabad,Telangana,4,1410,15,180,89,NetBanking,Marketplace,Processing,No,4.5,Desktop,FEST20,D,Premium segment,No
ORD83726,2025-02-23,1016,Backpack,Accessories,UrbanTrail,CUST4218,VIP,South,Chennai,Tamil Nadu,7,1595,18,71,29,UPI,Warehouse,Delivered,No,4.7,Tablet,MEGA5,A,Fast moving item,No
ORD83727,2025-02-23,1017,Laptop Stand,Accessories,CarryNest,CUST4227,New,East,Kolkata,West Bengal,9,1780,20,65,44,Card,Marketplace,Delivered,No,4.2,Mobile,,B,Stable demand,No
ORD83728,2025-02-23,1018,Screen Cleaner Kit,Accessories,LoopGear,CUST4236,Repeat,West,Ahmedabad,Gujarat,7,1890,5,91,59,COD,Warehouse,Shipped,No,3.9,Desktop,NEW10,C,Seasonal demand,No
ORD83729,2025-02-23,1019,Travel Adapter,Accessories,FlexCase,CUST4245,VIP,West,Surat,Gujarat,3,2075,8,117,74,NetBanking,Marketplace,Processing,No,4.1,Tablet,SAVE15,D,Premium segment,No
ORD83730,2025-02-23,1020,Stylus Pen,Accessories,PackPoint,CUST4254,New,West,Vadodara,Gujarat,6,2260,10,143,89,UPI,Warehouse,Delivered,No,4.4,Mobile,FEST20,A,Fast moving item,No
ORD83731,2025-02-23,1021,Smart Bulb,Home,BrightNest,CUST4263,Repeat,West,Rajkot,Gujarat,5,645,5,47,29,Card,Marketplace,Delivered,No,4.1,Desktop,MEGA5,B,Stable demand,No
ORD83732,2025-02-23,1022,LED Desk Lamp,Home,ClayCraft,CUST4272,VIP,West,Mumbai,Maharashtra,8,830,8,73,44,COD,Warehouse,Shipped,No,4.3,Tablet,,C,Seasonal demand,No
ORD83733,2025-02-23,1023,Ceramic Coffee Mug,Home,HomeGlow,CUST4281,New,West,Pune,Maharashtra,5,940,10,144,59,NetBanking,Marketplace,Processing,No,4.0,Mobile,NEW10,D,Premium segment,No
ORD83734,2025-02-23,1024,Water Bottle,Home,NordLeaf,CUST4290,Repeat,West,Nagpur,Maharashtra,8,1125,12,125,74,UPI,Warehouse,Delivered,No,4.3,Desktop,SAVE15,A,Fast moving item,No
ORD83735,2025-02-23,1025,Air Purifier Filter,Home,AuraLite,CUST4299,VIP,North,Delhi,Delhi,4,1310,15,119,89,Card,Marketplace,Delivered,No,4.5,Tablet,FEST20,B,Stable demand,No
ORD83736,2025-02-23,1026,Wall Clock,Home,BrightNest,CUST4308,New,North,Jaipur,Rajasthan,7,1495,18,55,29,COD,Warehouse,Shipped,No,4.7,Mobile,MEGA5,C,Seasonal demand,No
ORD83737,2025-02-23,1027,Storage Basket,Home,ClayCraft,CUST4317,Repeat,North,Lucknow,Uttar Pradesh,9,1680,20,126,44,NetBanking,Marketplace,Processing,No,4.2,Desktop,,D,Premium segment,No
ORD83738,2025-02-23,1028,Table Runner,Home,HomeGlow,CUST4326,VIP,South,Bengaluru,Karnataka,7,1790,5,107,59,UPI,Warehouse,Delivered,No,3.9,Tablet,NEW10,A,Fast moving item,No
ORD83739,2025-02-23,1029,Scented Candle,Home,NordLeaf,CUST4335,New,South,Hyderabad,Telangana,3,1975,8,101,74,Card,Marketplace,Delivered,No,4.1,Mobile,SAVE15,B,Stable demand,No
ORD83740,2025-02-23,1030,Bedside Lamp,Home,AuraLite,CUST4344,Repeat,South,Chennai,Tamil Nadu,6,2160,10,127,89,COD,Warehouse,Shipped,No,4.4,Desktop,FEST20,C,Seasonal demand,No
ORD83741,2025-02-23,1031,Running Shoes,Fashion,SprintX,CUST4353,VIP,East,Kolkata,West Bengal,5,1445,5,51,29,NetBanking,Marketplace,Processing,No,4.1,Tablet,MEGA5,D,Premium segment,No
ORD83742,2025-02-23,1032,Casual Sneakers,Fashion,ModaCrew,CUST4362,New,West,Ahmedabad,Gujarat,8,1630,8,77,44,UPI,Warehouse,Delivered,No,4.3,Mobile,,A,Fast moving item,No
