order_id,order_date,product_id,product_name,category,brand,customer_id,customer_segment,region,city,state,quantity_sold,price,discount,stock_available,shipping_fee,payment_method,fulfillment_type,order_status,return_requested,rating,device_type,coupon_code,warehouse_zone,seller_notes,promo_flag
ORD71402,2025-02-05,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST4394,New,North,Jaipur,Rajasthan,3,1985,8,61,44,UPI,Warehouse,Delivered,No,4.0,Mobile,SAVE15,A,Fast moving item,No
ORD71403,2025-02-05,1003,Gaming Headset,Electronics,VisionOne,CUST4403,Repeat,North,Lucknow,Uttar Pradesh,5,2170,10,87,59,Card,Marketplace,Delivered,No,4.2,Desktop,FEST20,B,Stable demand,No
ORD71404,2025-02-05,1004,USB-C Charger,Electronics,TechAura,CUST4412,VIP,South,Bengaluru,Karnataka,7,2355,12,113,74,COD,Warehouse,Shipped,No,4.5,Tablet,MEGA5,C,Seasonal demand,No
ORD71405,2025-02-05,1005,Webcam HD,Electronics,ByteCraft,CUST4421,New,South,Hyderabad,Telangana,5,2540,15,107,89,NetBanking,Marketplace,Processing,No,4.7,Mobile,,D,Premium segment,No
ORD71406,2025-02-05,1006,Power Bank,Electronics,Voltix,CUST4430,Repeat,South,Chennai,Tamil Nadu,2,2650,18,43,29,UPI,Warehouse,Delivered,No,4.4,Desktop,NEW10,A,Fast moving item,No
ORD71407,2025-02-05,1007,Smart Watch,Electronics,SoundMax,CUST4439,VIP,East,Kolkata,West Bengal,4,2835,20,69,44,Card,Marketplace,Delivered,No,3.9,Tablet,SAVE15,B,Stable demand,No
ORD71408,2025-02-05,1008,Portable SSD,Electronics,VisionOne,CUST4448,New,West,Ahmedabad,Gujarat,6,3020,5,95,59,COD,Warehouse,Shipped,No,4.1,Mobile,FEST20,C,Seasonal demand,No
ORD71409,2025-02-05,1009,Noise Cancelling Headphones,Electronics,TechAura,CUST4457,Repeat,West,Surat,Gujarat,4,3205,8,77,74,NetBanking,Marketplace,Processing,No,4.3,Desktop,MEGA5,D,Premium segment,No
ORD71410,2025-02-05,1010,LED Monitor,Electronics,ByteCraft,CUST4466,VIP,West,Vadodara,Gujarat,6,3390,10,115,89,UPI,Warehouse,Delivered,No,4.6,Tablet,,A,Fast moving item,No
ORD71411,2025-02-05,1011,Laptop Sleeve,Accessories,UrbanTrail,CUST4475,New,West,Rajkot,Gujarat,1,700,5,63,29,Card,Marketplace,Delivered,No,3.8,Mobile,NEW10,B,Stable demand,No
ORD71412,2025-02-05,1012,Phone Case,Accessories,CarryNest,CUST4484,Repeat,West,Mumbai,Maharashtra,3,885,8,89,44,COD,Warehouse,Shipped,No,4.0,Desktop,SAVE15,C,Seasonal demand,No
ORD71413,2025-02-05,1013,Desk Organizer,Accessories,LoopGear,CUST4493,VIP,West,Pune,Maharashtra,5,1070,10,83,59,NetBanking,Marketplace,Processing,No,4.2,Tablet,FEST20,D,Premium segment,No
ORD71414,2025-02-05,1014,Cable Protector,Accessories,FlexCase,CUST4002,New,West,Nagpur,Maharashtra,7,1255,12,109,74,UPI,Warehouse,Delivered,No,4.5,Mobile,MEGA5,A,Fast moving item,No
ORD71415,2025-02-05,1015,Mouse Pad,Accessories,PackPoint,CUST4011,Repeat,North,Delhi,Delhi,5,1440,15,180,89,Card,Marketplace,Delivered,No,4.7,Desktop,,B,Stable demand,No
ORD71416,2025-02-05,1016,Backpack,Accessories,UrbanTrail,CUST4020,VIP,North,Jaipur,Rajasthan,2,1550,18,71,29,COD,Warehouse,Shipped,No,4.4,Tablet,NEW10,C,Seasonal demand,No
ORD71417,2025-02-05,1017,Laptop Stand,Accessories,CarryNest,CUST4029,New,North,Lucknow,Uttar Pradesh,4,1735,20,65,44,NetBanking,Marketplace,Processing,No,3.9,Mobile,SAVE15,D,Premium segment,No
ORD71418,2025-02-05,1018,Screen Cleaner Kit,Accessories,LoopGear,CUST4038,Repeat,South,Bengaluru,Karnataka,6,1920,5,91,59,UPI,Warehouse,Delivered,No,4.1,Desktop,FEST20,A,Fast moving item,No
ORD71419,2025-02-05,1019,Travel Adapter,Accessories,FlexCase,CUST4047,VIP,South,Hyderabad,Telangana,4,2105,8,117,74,Card,Marketplace,Delivered,No,4.3,Tablet,MEGA5,B,Stable demand,No
ORD71420,2025-02-05,1020,Stylus Pen,Accessories,PackPoint,CUST4056,New,South,Chennai,Tamil Nadu,6,2290,10,143,89,COD,Warehouse,Shipped,No,4.6,Mobile,,C,Seasonal demand,No
ORD71421,2025-02-05,1021,Smart Bulb,Home,BrightNest,CUST4065,Repeat,East,Kolkata,West Bengal,1,600,5,47,29,NetBanking,Marketplace,Processing,No,3.8,Desktop,NEW10,D,Premium segment,No
ORD71422,2025-02-05,1022,LED Desk Lamp,Home,ClayCraft,CUST4074,VIP,West,Ahmedabad,Gujarat,3,785,8,73,44,UPI,Warehouse,Delivered,No,4.0,Tablet,SAVE15,A,Fast moving item,No
ORD71423,2025-02-05,1023,Ceramic Coffee Mug,Home,HomeGlow,CUST4083,New,West,Surat,Gujarat,5,970,10,144,59,Card,Marketplace,Delivered,No,4.2,Mobile,FEST20,B,Stable demand,No
ORD71424,2025-02-05,1024,Water Bottle,Home,NordLeaf,CUST4092,Repeat,West,Vadodara,Gujarat,7,1155,12,125,74,COD,Warehouse,Shipped,No,4.5,Desktop,MEGA5,C,Seasonal demand,No
ORD71425,2025-02-05,1025,Air Purifier Filter,Home,AuraLite,CUST4101,VIP,West,Rajkot,Gujarat,5,1340,15,119,89,NetBanking,Marketplace,Processing,No,4.7,Tablet,,D,Premium segment,No
ORD71426,2025-02-05,1026,Wall Clock,Home,BrightNest,CUST4110,New,West,Mumbai,Maharashtra,2,1450,18,55,29,UPI,Warehouse,Delivered,No,4.4,Mobile,NEW10,A,Fast moving item,No
ORD71427,2025-02-05,1027,Storage Basket,Home,ClayCraft,CUST4119,Repeat,West,Pune,Maharashtra,4,1635,20,126,44,Card,Marketplace,Delivered,No,3.9,Desktop,SAVE15,B,Stable demand,No
ORD71428,2025-02-05,1028,Table Runner,Home,HomeGlow,CUST4128,VIP,West,Nagpur,Maharashtra,6,1820,5,107,59,COD,Warehouse,Shipped,Yes,4.1,Tablet,FEST20,C,Seasonal demand,No
ORD71429,2025-02-05,1029,Scented Candle,Home,NordLeaf,CUST4137,New,North,Delhi,Delhi,4,2005,8,101,74,NetBanking,Marketplace,Processing,No,4.3,Mobile,MEGA5,D,Premium segment,No
ORD71430,2025-02-05,1030,Bedside Lamp,Home,AuraLite,CUST4146,Repeat,North,Jaipur,Rajasthan,6,2190,10,127,89,UPI,Warehouse,Delivered,No,4.6,Desktop,,A,Fast moving item,No
ORD71431,2025-02-05,1031,Running Shoes,Fashion,SprintX,CUST4155,VIP,North,Lucknow,Uttar Pradesh,1,1400,5,51,29,Card,Marketplace,Delivered,No,3.8,Tablet,NEW10,B,Stable demand,No
ORD71432,2025-02-05,1032,Casual Sneakers,Fashion,ModaCrew,CUST4164,New,South,Bengaluru,Karnataka,3,1585,8,77,44,COD,Warehouse,Shipped,No,4.0,Mobile,SAVE15,C,Seasonal demand,No
ORD71433,2025-02-05,1033,Denim Jacket,Fashion,UrbanBeat,CUST4173,Repeat,South,Hyderabad,Telangana,5,1770,10,71,59,NetBanking,Marketplace,Processing,No,4.2,Desktop,FEST20,D,Premium segment,No
ORD71434,2025-02-05,1034,Sports T-Shirt,Fashion,FitWear,CUST4182,VIP,South,Chennai,Tamil Nadu,7,1955,12,97,74,UPI,Warehouse,Delivered,No,4.5,Tablet,MEGA5,A,Fast moving item,No
ORD71435,2025-02-05,1035,Leather Wallet,Fashion,StreetRoot,CUST4191,New,East,Kolkata,West Bengal,5,2140,15,123,89,Card,Marketplace,Delivered,No,4.7,Mobile,,B,Stable demand,No
ORD71436,2025-02-05,1036,Sunglasses,Fashion,SprintX,CUST4200,Repeat,West,Ahmedabad,Gujarat,2,2250,18,59,29,COD,Warehouse,Shipped,No,4.4,Desktop,NEW10,C,Seasonal demand,No
ORD71437,2025-02-05,1037,Fitness Band Strap,Fashion,ModaCrew,CUST4209,VIP,West,Surat,Gujarat,4,2435,20,53,44,NetBanking,Marketplace,Processing,No,3.9,Tablet,SAVE15,D,Premium segment,No
ORD71438,2025-02-05,1038,Cap,Fashion,UrbanBeat,CUST4218,New,West,Vadodara,Gujarat,6,2620,5,79,59,UPI,Warehouse,Delivered,No,4.1,Mobile,FEST20,A,Fast moving item,No
ORD71439,2025-02-05,1039,Travel Hoodie,Fashion,FitWear,CUST4227,Repeat,West,Rajkot,Gujarat,4,2805,8,105,74,Card,Marketplace,Delivered,No,4.3,Desktop,MEGA5,B,Stable demand,No
ORD71440,2025-02-05,1040,Gym Bag,Fashion,StreetRoot,CUST4236,VIP,West,Mumbai,Maharashtra,6,2990,10,131,89,COD,Warehouse,Shipped,No,4.6,Tablet,,C,Seasonal demand,No
ORD71441,2025-02-06,1001,Wireless Mouse,Electronics,Voltix,CUST4396,New,North,Jaipur,Rajasthan,2,1815,5,35,29,UPI,Warehouse,Delivered,No,3.9,Mobile,SAVE15,A,Fast moving item,No
ORD71442,2025-02-06,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST4405,Repeat,North,Lucknow,Uttar Pradesh,4,2000,8,61,44,Card,Marketplace,Delivered,No,4.1,Desktop,FEST20,B,Stable demand,No
ORD71443,2025-02-06,1003,Gaming Headset,Electronics,VisionOne,CUST4414,VIP,South,Bengaluru,Karnataka,6,2185,10,87,59,COD,Warehouse,Shipped,No,4.3,Tablet,MEGA5,C,Seasonal demand,No
ORD71444,2025-02-06,1004,USB-C Charger,Electronics,TechAura,CUST4423,New,South,Hyderabad,Telangana,8,2370,12,113,74,NetBanking,Marketplace,Processing,No,4.6,Mobile,,D,Premium segment,No
ORD71445,2025-02-06,1005,Webcam HD,Electronics,ByteCraft,CUST4432,Repeat,South,Chennai,Tamil Nadu,1,2480,15,107,89,UPI,Warehouse,Delivered,No,4.3,Desktop,NEW10,A,Fast moving item,No
ORD71446,2025-02-06,1006,Power Bank,Electronics,Voltix,CUST4441,VIP,East,Kolkata,West Bengal,3,2665,18,43,29,Card,Marketplace,Delivered,No,4.5,Tablet,SAVE15,B,Stable demand,No
ORD71447,2025-02-06,1007,Smart Watch,Electronics,SoundMax,CUST4450,New,West,Ahmedabad,Gujarat,5,2850,20,69,44,COD,Warehouse,Shipped,No,4.0,Mobile,FEST20,C,Seasonal demand,No
ORD71448,2025-02-06,1008,Portable SSD,Electronics,VisionOne,CUST4459,Repeat,West,Surat,Gujarat,7,3035,5,95,59,NetBanking,Marketplace,Processing,No,4.2,Desktop,MEGA5,D,Premium segment,No
ORD71449,2025-02-06,1009,Noise Cancelling Headphones,Electronics,TechAura,CUST4468,VIP,West,Vadodara,Gujarat,5,3220,8,77,74,UPI,Warehouse,Delivered,No,4.4,Tablet,,A,Fast moving item,No
ORD71450,2025-02-06,1010,LED Monitor,Electronics,ByteCraft,CUST4477,New,West,Rajkot,Gujarat,2,3330,10,115,89,Card,Marketplace,Delivered,No,4.2,Mobile,NEW10,B,Stable demand,No
ORD71451,2025-02-06,1011,Laptop Sleeve,Accessories,UrbanTrail,CUST4486,Repeat,West,Mumbai,Maharashtra,2,715,5,63,29,COD,Warehouse,Shipped,No,3.9,Desktop,SAVE15,C,Seasonal demand,No
ORD71452,2025-02-06,1012,Phone Case,Accessories,CarryNest,CUST4495,VIP,West,Pune,Maharashtra,4,900,8,89,44,NetBanking,Marketplace,Processing,No,4.1,Tablet,FEST20,D,Premium segment,No
ORD71453,2025-02-06,1013,Desk Organizer,Accessories,LoopGear,CUST4004,New,West,Nagpur,Maharashtra,6,1085,10,83,59,UPI,Warehouse,Delivered,No,4.3,Mobile,MEGA5,A,Fast moving item,No
ORD71454,2025-02-06,1014,Cable Protector,Accessories,FlexCase,CUST4013,Repeat,North,Delhi,Delhi,8,1270,12,109,74,Card,Marketplace,Delivered,No,4.6,Desktop,,B,Stable demand,No
ORD71455,2025-02-06,1015,Mouse Pad,Accessories,PackPoint,CUST4022,VIP,North,Jaipur,Rajasthan,1,1380,15,180,89,COD,Warehouse,Shipped,No,4.3,Tablet,NEW10,C,Seasonal demand,No
ORD71456,2025-02-06,1016,Backpack,Accessories,UrbanTrail,CUST4031,New,North,Lucknow,Uttar Pradesh,3,1565,18,71,29,NetBanking,Marketplace,Processing,No,4.5,Mobile,SAVE15,D,Premium segment,No
ORD71457,2025-02-06,1017,Laptop Stand,Accessories,CarryNest,CUST4040,Repeat,South,Bengaluru,Karnataka,5,1750,20,65,44,UPI,Warehouse,Delivered,No,4.0,Desktop,FEST20,A,Fast moving item,No
ORD71458,2025-02-06,1018,Screen Cleaner Kit,Accessories,LoopGear,CUST4049,VIP,South,Hyderabad,Telangana,7,1935,5,91,59,Card,Marketplace,Delivered,No,4.2,Tablet,MEGA5,B,Stable demand,No
ORD71459,2025-02-06,1019,Travel Adapter,Accessories,FlexCase,CUST4058,New,South,Chennai,Tamil Nadu,5,2120,8,117,74,COD,Warehouse,Shipped,No,4.4,Mobile,,C,Seasonal demand,No
ORD71460,2025-02-06,1020,Stylus Pen,Accessories,PackPoint,CUST4067,Repeat,East,Kolkata,West Bengal,2,2230,10,143,89,NetBanking,Marketplace,Processing,No,4.2,Desktop,NEW10,D,Premium segment,No
ORD71461,2025-02-06,1021,Smart Bulb,Home,BrightNest,CUST4076,VIP,West,Ahmedabad,Gujarat,2,615,5,47,29,UPI,Warehouse,Delivered,No,3.9,Tablet,SAVE15,A,Fast moving item,No
ORD71462,2025-02-06,1022,LED Desk Lamp,Home,ClayCraft,CUST4085,New,West,Surat,Gujarat,4,800,8,73,44,Card,Marketplace,Delivered,No,4.1,Mobile,FEST20,B,Stable demand,No
ORD71463,2025-02-06,1023,Ceramic Coffee Mug,Home,HomeGlow,CUST4094,Repeat,West,Vadodara,Gujarat,6,985,10,144,59,COD,Warehouse,Shipped,No,4.3,Desktop,MEGA5,C,Seasonal demand,No
ORD71464,2025-02-06,1024,Water Bottle,Home,NordLeaf,CUST4103,VIP,West,Rajkot,Gujarat,8,1170,12,125,74,NetBanking,Marketplace,Processing,No,4.6,Tablet,,D,Premium segment,No
ORD71465,2025-02-06,1025,Air Purifier Filter,Home,AuraLite,CUST4112,New,West,Mumbai,Maharashtra,1,1280,15,119,89,UPI,Warehouse,Delivered,No,4.3,Mobile,NEW10,A,Fast moving item,No
ORD71466,2025-02-06,1026,Wall Clock,Home,BrightNest,CUST4121,Repeat,West,Pune,Maharashtra,3,1465,18,55,29,Card,Marketplace,Delivered,No,4.5,Desktop,SAVE15,B,Stable demand,No
ORD71467,2025-02-06,1027,Storage Basket,Home,ClayCraft,CUST4130,VIP,West,Nagpur,Maharashtra,5,1650,20,126,44,COD,Warehouse,Shipped,Yes,4.0,Tablet,FEST20,C,Seasonal demand,No
ORD71468,2025-02-06,1028,Table Runner,Home,HomeGlow,CUST4139,New,North,Delhi,Delhi,7,1835,5,107,59,NetBanking,Marketplace,Processing,No,4.2,Mobile,MEGA5,D,Premium segment,No
ORD71469,2025-02-06,1029,Scented Candle,Home,NordLeaf,CUST4148,Repeat,North,Jaipur,Rajasthan,5,2020,8,101,74,UPI,Warehouse,Delivered,No,4.4,Desktop,,A,Fast moving item,No
ORD71470,2025-02-06,1030,Bedside Lamp,Home,AuraLite,CUST4157,VIP,North,Lucknow,Uttar Pradesh,2,2130,10,127,89,Card,Marketplace,Delivered,No,4.2,Tablet,NEW10,B,Stable demand,No
ORD71471,2025-02-06,1031,Running Shoes,Fashion,SprintX,CUST4166,New,South,Bengaluru,Karnataka,2,1415,5,51,29,COD,Warehouse,Shipped,No,3.9,Mobile,SAVE15,C,Seasonal demand,No
ORD71472,2025-02-06,1032,Casual Sneakers,Fashion,ModaCrew,CUST4175,Repeat,South,Hyderabad,Telangana,4,1600,8,77,44,NetBanking,Marketplace,Processing,No,4.1,Desktop,FEST20,D,Premium segment,No
ORD71473,2025-02-06,1033,Denim Jacket,Fashion,UrbanBeat,CUST4184,VIP,South,Chennai,Tamil Nadu,6,1785,10,71,59,UPI,Warehouse,Delivered,No,4.3,Tablet,MEGA5,A,Fast moving item,No
ORD71474,2025-02-06,1034,Sports T-Shirt,Fashion,FitWear,CUST4193,New,East,Kolkata,West Bengal,8,1970,12,97,74,Card,Marketplace,Delivered,No,4.6,Mobile,,B,Stable demand,No
ORD71475,2025-02-06,1035,Leather Wallet,Fashion,StreetRoot,CUST4202,Repeat,West,Ahmedabad,Gujarat,1,2080,15,123,89,COD,Warehouse,Shipped,No,4.3,Desktop,NEW10,C,Seasonal demand,No
ORD71476,2025-02-06,1036,Sunglasses,Fashion,SprintX,CUST4211,VIP,West,Surat,Gujarat,3,2265,18,59,29,NetBanking,Marketplace,Processing,No,4.5,Tablet,SAVE15,D,Premium segment,No
ORD71477,2025-02-06,1037,Fitness Band Strap,Fashion,ModaCrew,CUST4220,New,West,Vadodara,Gujarat,5,2450,20,53,44,UPI,Warehouse,Delivered,No,4.0,Mobile,FEST20,A,Fast moving item,No
ORD71478,2025-02-06,1038,Cap,Fashion,UrbanBeat,CUST4229,Repeat,West,Rajkot,Gujarat,7,2635,5,79,59,Card,Marketplace,Delivered,No,4.2,Desktop,MEGA5,B,Stable demand,No
ORD71479,2025-02-06,1039,Travel Hoodie,Fashion,FitWear,CUST4238,VIP,West,Mumbai,Maharashtra,5,2820,8,105,74,COD,Warehouse,Shipped,No,4.4,Tablet,,C,Seasonal demand,No
ORD71480,2025-02-06,1040,Gym Bag,Fashion,StreetRoot,CUST4247,New,West,Pune,Maharashtra,2,2930,10,131,89,NetBanking,Marketplace,Processing,No,4.2,Mobile,NEW10,D,Premium segment,No
ORD71481,2025-02-07,1001,Wireless Mouse,Electronics,Voltix,CUST4407,Repeat,North,Lucknow,Uttar Pradesh,3,1830,5,35,29,Card,Marketplace,Delivered,No,4.0,Desktop,FEST20,B,Stable demand,No
ORD71482,2025-02-07,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST4416,VIP,South,Bengaluru,Karnataka,5,2015,8,61,44,COD,Warehouse,Shipped,No,4.2,Tablet,MEGA5,C,Seasonal demand,No
ORD71483,2025-02-07,1003,Gaming Headset,Electronics,VisionOne,CUST4425,New,South,Hyderabad,Telangana,7,2200,10,87,59,NetBanking,Marketplace,Processing,No,4.4,Mobile,,D,Premium segment,No
ORD71484,2025-02-07,1004,USB-C Charger,Electronics,TechAura,CUST4434,Repeat,South,Chennai,Tamil Nadu,4,2310,12,113,74,UPI,Warehouse,Delivered,No,4.2,Desktop,NEW10,A,Fast moving item,No
ORD71485,2025-02-07,1005,Webcam HD,Electronics,ByteCraft,CUST4443,VIP,East,Kolkata,West Bengal,2,2495,15,107,89,Card,Marketplace,Delivered,No,4.4,Tablet,SAVE15,B,Stable demand,No
ORD71486,2025-02-07,1006,Power Bank,Electronics,Voltix,CUST4452,New,West,Ahmedabad,Gujarat,4,2680,18,43,29,COD,Warehouse,Shipped,No,4.6,Mobile,FEST20,C,Seasonal demand,No
ORD71487,2025-02-07,1007,Smart Watch,Electronics,SoundMax,CUST4461,Repeat,West,Surat,Gujarat,6,2865,20,69,44,NetBanking,Marketplace,Processing,No,4.1,Desktop,MEGA5,D,Premium segment,No
ORD71488,2025-02-07,1008,Portable SSD,Electronics,VisionOne,CUST4470,VIP,West,Vadodara,Gujarat,8,3050,5,95,59,UPI,Warehouse,Delivered,No,4.3,Tablet,,A,Fast moving item,No
ORD71489,2025-02-07,1009,Noise Cancelling Headphones,Electronics,TechAura,CUST4479,New,West,Rajkot,Gujarat,1,3160,8,77,74,Card,Marketplace,Delivered,No,4.0,Mobile,NEW10,B,Stable demand,No
ORD71490,2025-02-07,1010,LED Monitor,Electronics,ByteCraft,CUST4488,Repeat,West,Mumbai,Maharashtra,3,3345,10,115,89,COD,Warehouse,Shipped,No,4.3,Desktop,SAVE15,C,Seasonal demand,No
ORD71491,2025-02-07,1011,Laptop Sleeve,Accessories,UrbanTrail,CUST4497,VIP,West,Pune,Maharashtra,3,730,5,63,29,NetBanking,Marketplace,Processing,No,4.0,Tablet,FEST20,D,Premium segment,No
ORD71492,2025-02-07,1012,Phone Case,Accessories,CarryNest,CUST4006,New,West,Nagpur,Maharashtra,5,915,8,89,44,UPI,Warehouse,Delivered,No,4.2,Mobile,MEGA5,A,Fast moving item,No
ORD71493,2025-02-07,1013,Desk Organizer,Accessories,LoopGear,CUST4015,Repeat,North,Delhi,Delhi,7,1100,10,83,59,Card,Marketplace,Delivered,No,4.4,Desktop,,B,Stable demand,No
ORD71494,2025-02-07,1014,Cable Protector,Accessories,FlexCase,CUST4024,VIP,North,Jaipur,Rajasthan,4,1210,12,109,74,COD,Warehouse,Shipped,No,4.2,Tablet,NEW10,C,Seasonal demand,No
ORD71495,2025-02-07,1015,Mouse Pad,Accessories,PackPoint,CUST4033,New,North,Lucknow,Uttar Pradesh,2,1395,15,180,89,NetBanking,Marketplace,Processing,No,4.4,Mobile,SAVE15,D,Premium segment,No
ORD71496,2025-02-07,1016,Backpack,Accessories,UrbanTrail,CUST4042,Repeat,South,Bengaluru,Karnataka,4,1580,18,71,29,UPI,Warehouse,Delivered,No,4.6,Desktop,FEST20,A,Fast moving item,No
ORD71497,2025-02-07,1017,Laptop Stand,Accessories,CarryNest,CUST4051,VIP,South,Hyderabad,Telangana,6,1765,20,65,44,Card,Marketplace,Delivered,No,4.1,Tablet,MEGA5,B,Stable demand,No
ORD71498,2025-02-07,1018,Screen Cleaner Kit,Accessories,LoopGear,CUST4060,New,South,Chennai,Tamil Nadu,8,1950,5,91,59,COD,Warehouse,Shipped,No,4.3,Mobile,,C,Seasonal demand,No
ORD71499,2025-02-07,1019,Travel Adapter,Accessories,FlexCase,CUST4069,Repeat,East,Kolkata,West Bengal,1,2060,8,117,74,NetBanking,Marketplace,Processing,No,4.0,Desktop,NEW10,D,Premium segment,No
ORD71500,2025-02-07,1020,Stylus Pen,Accessories,PackPoint,CUST4078,VIP,West,Ahmedabad,Gujarat,3,2245,10,143,89,UPI,Warehouse,Delivered,No,4.3,Tablet,SAVE15,A,Fast moving item,No
ORD71501,2025-02-07,1021,Smart Bulb,Home,BrightNest,CUST4087,New,West,Surat,Gujarat,3,630,5,47,29,Card,Marketplace,Delivered,No,4.0,Mobile,FEST20,B,Stable demand,No
ORD71502,2025-02-07,1022,LED Desk Lamp,Home,ClayCraft,CUST4096,Repeat,West,Vadodara,Gujarat,5,815,8,73,44,COD,Warehouse,Shipped,No,4.2,Desktop,MEGA5,C,Seasonal demand,No
ORD71503,2025-02-07,1023,Ceramic Coffee Mug,Home,HomeGlow,CUST4105,VIP,West,Rajkot,Gujarat,7,1000,10,144,59,NetBanking,Marketplace,Processing,No,4.4,Tablet,,D,Premium segment,No
ORD71504,2025-02-07,1024,Water Bottle,Home,NordLeaf,CUST4114,New,West,Mumbai,Maharashtra,4,1110,12,125,74,UPI,Warehouse,Delivered,No,4.2,Mobile,NEW10,A,Fast moving item,No
ORD71505,2025-02-07,1025,Air Purifier Filter,Home,AuraLite,CUST4123,Repeat,West,Pune,Maharashtra,2,1295,15,119,89,Card,Marketplace,Delivered,No,4.4,Desktop,SAVE15,B,Stable demand,No
ORD71506,2025-02-07,1026,Wall Clock,Home,BrightNest,CUST4132,VIP,West,Nagpur,Maharashtra,4,1480,18,55,29,COD,Warehouse,Shipped,Yes,4.6,Tablet,FEST20,C,Seasonal demand,No
ORD71507,2025-02-07,1027,Storage Basket,Home,ClayCraft,CUST4141,New,North,Delhi,Delhi,6,1665,20,126,44,NetBanking,Marketplace,Processing,No,4.1,Mobile,MEGA5,D,Premium segment,No
ORD71508,2025-02-07,1028,Table Runner,Home,HomeGlow,CUST4150,Repeat,North,Jaipur,Rajasthan,8,1850,5,107,59,UPI,Warehouse,Delivered,No,4.3,Desktop,,A,Fast moving item,No
ORD71509,2025-02-07,1029,Scented Candle,Home,NordLeaf,CUST4159,VIP,North,Lucknow,Uttar Pradesh,1,1960,8,101,74,Card,Marketplace,Delivered,No,4.0,Tablet,NEW10,B,Stable demand,No
ORD71510,2025-02-07,1030,Bedside Lamp,Home,AuraLite,CUST4168,New,South,Bengaluru,Karnataka,3,2145,10,127,89,COD,Warehouse,Shipped,No,4.3,Mobile,SAVE15,C,Seasonal demand,No
ORD71511,2025-02-07,1031,Running Shoes,Fashion,SprintX,CUST4177,Repeat,South,Hyderabad,Telangana,3,1430,5,51,29,NetBanking,Marketplace,Processing,No,4.0,Desktop,FEST20,D,Premium segment,No
ORD71512,2025-02-07,1032,Casual Sneakers,Fashion,ModaCrew,CUST4186,VIP,South,Chennai,Tamil Nadu,5,1615,8,77,44,UPI,Warehouse,Delivered,No,4.2,Tablet,MEGA5,A,Fast moving item,No
ORD71513,2025-02-07,1033,Denim Jacket,Fashion,UrbanBeat,CUST4195,New,East,Kolkata,West Bengal,7,1800,10,71,59,Card,Marketplace,Delivered,No,4.4,Mobile,,B,Stable demand,No
ORD71514,2025-02-07,1034,Sports T-Shirt,Fashion,FitWear,CUST4204,Repeat,West,Ahmedabad,Gujarat,4,1910,12,97,74,COD,Warehouse,Shipped,No,4.2,Desktop,NEW10,C,Seasonal demand,No
ORD71515,2025-02-07,1035,Leather Wallet,Fashion,StreetRoot,CUST4213,VIP,West,Surat,Gujarat,2,2095,15,123,89,NetBanking,Marketplace,Processing,No,4.4,Tablet,SAVE15,D,Premium segment,No
ORD71516,2025-02-07,1036,Sunglasses,Fashion,SprintX,CUST4222,New,West,Vadodara,Gujarat,4,2280,18,59,29,UPI,Warehouse,Delivered,No,4.6,Mobile,FEST20,A,Fast moving item,No
ORD71517,2025-02-07,1037,Fitness Band Strap,Fashion,ModaCrew,CUST4231,Repeat,West,Rajkot,Gujarat,6,2465,20,53,44,Card,Marketplace,Delivered,No,4.1,Desktop,MEGA5,B,Stable demand,No
ORD71518,2025-02-07,1038,Cap,Fashion,UrbanBeat,CUST4240,VIP,West,Mumbai,Maharashtra,8,2650,5,79,59,COD,Warehouse,Shipped,No,4.3,Tablet,,C,Seasonal demand,No
ORD71519,2025-02-07,1039,Travel Hoodie,Fashion,FitWear,CUST4249,New,West,Pune,Maharashtra,1,2760,8,105,74,NetBanking,Marketplace,Processing,No,4.0,Mobile,NEW10,D,Premium segment,No
ORD71520,2025-02-07,1040,Gym Bag,Fashion,StreetRoot,CUST4258,Repeat,West,Nagpur,Maharashtra,3,2945,10,131,89,UPI,Warehouse,Delivered,No,4.3,Desktop,SAVE15,A,Fast moving item,No
ORD71521,2025-02-08,1001,Wireless Mouse,Electronics,Voltix,CUST4418,VIP,South,Bengaluru,Karnataka,5,1845,5,35,29,COD,Warehouse,Shipped,No,4.1,Tablet,MEGA5,C,Seasonal demand,No
ORD71522,2025-02-08,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST4427,New,South,Hyderabad,Telangana,8,2030,8,61,44,NetBanking,Marketplace,Processing,No,4.3,Mobile,,D,Premium segment,No
ORD71523,2025-02-08,1003,Gaming Headset,Electronics,VisionOne,CUST4436,Repeat,South,Chennai,Tamil Nadu,5,2140,10,87,59,UPI,Warehouse,Delivered,No,4.0,Desktop,NEW10,A,Fast moving item,No
ORD71524,2025-02-08,1004,USB-C Charger,Electronics,TechAura,CUST4445,VIP,East,Kolkata,West Bengal,8,2325,12,113,74,Card,Marketplace,Delivered,No,4.3,Tablet,SAVE15,B,Stable demand,No
ORD71525,2025-02-08,1005,Webcam HD,Electronics,ByteCraft,CUST4454,New,West,Ahmedabad,Gujarat,4,2510,15,107,89,COD,Warehouse,Shipped,No,4.5,Mobile,FEST20,C,Seasonal demand,No
